date,transaction_cost,ter_cost,cum_transaction_cost,cum_ter_cost
2009-01-15,0.0008,2.777777777777778e-06,0.054800000000000015,0.00487555555555549
2009-01-16,0.0,2.777777777777778e-06,0.054800000000000015,0.0048783333333332676
2009-01-20,0.0,2.777777777777778e-06,0.054800000000000015,0.004881111111111045
2009-01-21,0.0,2.777777777777778e-06,0.054800000000000015,0.004883888888888823
2009-01-22,0.0,2.777777777777778e-06,0.054800000000000015,0.004886666666666601
2009-01-23,0.0,2.777777777777778e-06,0.054800000000000015,0.004889444444444379
2009-01-26,0.0008,3.5714285714285714e-06,0.05560000000000002,0.004893015873015807
2009-01-27,0.0,3.5714285714285714e-06,0.05560000000000002,0.004896587301587235
2009-01-28,0.0,3.5714285714285714e-06,0.05560000000000002,0.0049001587301586635
2009-01-29,0.0,3.5714285714285714e-06,0.05560000000000002,0.004903730158730092
2009-01-30,0.0,3.5714285714285714e-06,0.05560000000000002,0.00490730158730152
2009-02-02,0.0,3.5714285714285714e-06,0.05560000000000002,0.004910873015872948
2009-02-03,0.0,3.5714285714285714e-06,0.05560000000000002,0.004914444444444377
2009-02-04,0.0,3.5714285714285714e-06,0.05560000000000002,0.004918015873015805
2009-02-05,0.0,3.5714285714285714e-06,0.05560000000000002,0.004921587301587233
2009-02-06,0.0,3.5714285714285714e-06,0.05560000000000002,0.004925158730158662
2009-02-09,0.0,3.5714285714285714e-06,0.05560000000000002,0.00492873015873009
2009-02-10,0.0,3.5714285714285714e-06,0.05560000000000002,0.004932301587301518
2009-02-11,0.0,3.5714285714285714e-06,0.05560000000000002,0.0049358730158729465
2009-02-12,0.0,3.5714285714285714e-06,0.05560000000000002,0.004939444444444375
2009-02-13,0.0,3.5714285714285714e-06,0.05560000000000002,0.004943015873015803
2009-02-17,0.0,3.5714285714285714e-06,0.05560000000000002,0.0049465873015872314
2009-02-18,0.0,3.5714285714285714e-06,0.05560000000000002,0.00495015873015866
2009-02-19,0.0,3.5714285714285714e-06,0.05560000000000002,0.004953730158730088
2009-02-20,0.0,3.5714285714285714e-06,0.05560000000000002,0.004957301587301516
2009-02-23,0.0,3.5714285714285714e-06,0.05560000000000002,0.004960873015872945
2009-02-24,0.0,3.5714285714285714e-06,0.05560000000000002,0.004964444444444373
2009-02-25,0.0,3.5714285714285714e-06,0.05560000000000002,0.004968015873015801
2009-02-26,0.0,3.5714285714285714e-06,0.05560000000000002,0.0049715873015872296
2009-02-27,0.0,3.5714285714285714e-06,0.05560000000000002,0.004975158730158658
2009-03-02,0.0,3.5714285714285714e-06,0.05560000000000002,0.004978730158730086
2009-03-03,0.0,3.5714285714285714e-06,0.05560000000000002,0.0049823015873015145
2009-03-04,0.0,3.5714285714285714e-06,0.05560000000000002,0.004985873015872943
2009-03-05,0.0,3.5714285714285714e-06,0.05560000000000002,0.004989444444444371
2009-03-06,0.0,3.5714285714285714e-06,0.05560000000000002,0.004993015873015799
2009-03-09,0.0,3.5714285714285714e-06,0.05560000000000002,0.004996587301587228
2009-03-10,0.0,3.5714285714285714e-06,0.05560000000000002,0.005000158730158656
2009-03-11,0.0,3.5714285714285714e-06,0.05560000000000002,0.005003730158730084
2009-03-12,0.0,3.5714285714285714e-06,0.05560000000000002,0.005007301587301513
2009-03-13,0.0,3.5714285714285714e-06,0.05560000000000002,0.005010873015872941
2009-03-16,0.0,3.5714285714285714e-06,0.05560000000000002,0.005014444444444369
2009-03-17,0.0,3.5714285714285714e-06,0.05560000000000002,0.0050180158730157975
2009-03-18,0.0,3.5714285714285714e-06,0.05560000000000002,0.005021587301587226
2009-03-19,0.0,3.5714285714285714e-06,0.05560000000000002,0.005025158730158654
2009-03-20,0.0,3.5714285714285714e-06,0.05560000000000002,0.005028730158730082
2009-03-23,0.0,3.5714285714285714e-06,0.05560000000000002,0.005032301587301511
2009-03-24,0.0,3.5714285714285714e-06,0.05560000000000002,0.005035873015872939
2009-03-25,0.0,3.5714285714285714e-06,0.05560000000000002,0.005039444444444367
2009-03-26,0.0,3.5714285714285714e-06,0.05560000000000002,0.005043015873015796
2009-03-27,0.0,3.5714285714285714e-06,0.05560000000000002,0.005046587301587224
2009-03-30,0.0,3.5714285714285714e-06,0.05560000000000002,0.005050158730158652
2009-03-31,0.0,3.5714285714285714e-06,0.05560000000000002,0.0050537301587300805
2009-04-01,0.0,3.5714285714285714e-06,0.05560000000000002,0.005057301587301509
2009-04-02,0.0,3.5714285714285714e-06,0.05560000000000002,0.005060873015872937
2009-04-03,0.0,3.5714285714285714e-06,0.05560000000000002,0.005064444444444365
2009-04-06,0.0,3.5714285714285714e-06,0.05560000000000002,0.005068015873015794
2009-04-07,0.0,3.5714285714285714e-06,0.05560000000000002,0.005071587301587222
2009-04-08,0.0,3.5714285714285714e-06,0.05560000000000002,0.00507515873015865
2009-04-09,0.0,3.5714285714285714e-06,0.05560000000000002,0.005078730158730079
2009-04-13,0.0,3.5714285714285714e-06,0.05560000000000002,0.005082301587301507
2009-04-14,0.0,3.5714285714285714e-06,0.05560000000000002,0.005085873015872935
2009-04-15,0.0,3.5714285714285714e-06,0.05560000000000002,0.0050894444444443635
2009-04-16,0.0,3.5714285714285714e-06,0.05560000000000002,0.005093015873015792
2009-04-17,0.0,3.5714285714285714e-06,0.05560000000000002,0.00509658730158722
2009-04-20,0.0,3.5714285714285714e-06,0.05560000000000002,0.005100158730158648
